USDA accession,host plant name,common name,source,geographic source,taxonomy,note
USDA4749,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4748,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4747,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4746,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4745,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4744,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4743,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4742,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4741,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4740,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA474,Glycine max,soybean,Peter van Berkum 9/03/91,unknown,,
USDA4739,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4738,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4737,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4736,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4735,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4734,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4733,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4732,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4731,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4730,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA473,Glycine max,soybean,Peter van Berkum 9/03/91,Wisconsin,,
USDA4729,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4728,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4727,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4726,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4725,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4724,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4723,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4722,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4721,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4720,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA472,Glycine max,soybean,Peter van Berkum 9/03/91,unknown,Bradyrhizobium elkanii,
USDA4719,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4718,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4717,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4716,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4715,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4714,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4713,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4712,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4711,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4710,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA471,Glycine max,soybean,Peter van Berkum 9/03/91,unknown,Bradyrhizobium elkanii,
USDA4709,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4708,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4707,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4706,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4705,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4704,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4703,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4702,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4701,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4700,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA470,Glycine max,soybean,"Dr. Shiro Kawamura, 6/90","Japan, 1948",,U.V. mutant of J-10. Kasugamycin resistant
USDA47,Glycine max,soybean,"K. Aso, 1929",Japan,Bradyrhizobium japonicum,
USDA4699,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4698,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4697,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4696,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4695,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4694,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4693,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4692,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4691,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4690,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA469,Glycine max,soybean,University of Maryland,unknown,,Isolated by Dr. Scott Angle
USDA4689,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4688,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4687,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4686,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4685,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4684,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4683,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4682,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4681,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4680,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA468,Glycine max,soybean,"Gerry Elkan, 1/90",unknown,,DNA homology Group1a
USDA4679,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4678,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4677,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4676,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4675,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4674,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4673,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4672,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4671,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4670,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA467,Glycine max,soybean,"Gerry Elkan, 1/90",unknown,,DNA homology Group1a
USDA4669,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4668,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4667,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4666,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4665,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4664,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4663,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4662,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4661,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4660,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA466,Glycine max,soybean,"Gerry Elkan, 1/90",unknown,,DNA homology Group1a
USDA4659,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4658,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4657,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4656,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4655,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4654,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4653,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4652,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4651,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4650,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA465,Glycine max,soybean,Received 1/90,unknown,,DNA homology Group1
USDA4649,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4648,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4647,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4646,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4645,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4644,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4643,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4642,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4641,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4640,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA464,Glycine max,soybean,"Gerry Elkan, 1/90",unknown,,DNA homology Group1
USDA4639,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4638,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4637,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4636,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4635,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4634,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4633,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4632,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4631,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4630,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA463,Glycine max,soybean,Received 1/90,unknown,,DNA homology Group1
USDA4629,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4628,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4627,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4626,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4625,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4624,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4623,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4622,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4621,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4620,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA462,Glycine max,soybean,Received 11/89,unknown,,
USDA4619,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4618,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4617,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4616,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4615,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4614,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4613,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4612,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4611,Vigna unguiculata,,,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4610,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA461,Glycine max,soybean,Received 11/89,unknown,,
USDA4609,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4608,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4607,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4606,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4605,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4604,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4603,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4602,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4601,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4600,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA460,Glycine max,soybean,Received 11/89,unknown,,
USDA46,Glycine max,soybean,USDA original,"Alabama, 1943",Bradyrhizobium elkanii,serotype strain of the serogroup
USDA4599,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4598,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4597,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4596,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4595,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4594,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4593,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4592,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4591,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4590,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA459,Glycine max,soybean,Received 11/89,unknown,,
USDA4589,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4588,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4587,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4586,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4585,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4584,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4583,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4582,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4581,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4580,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA458,Glycine max,soybean,Received 11/89,unknown,,
USDA4579,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4578,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4577,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4576,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4575,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4574,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4573,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4572,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4571,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4570,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA457,Glycine max,soybean,Received 11/89,unknown,,
USDA4569,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4568,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4567,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4566,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4565,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4564,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4563,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4562,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4561,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4560,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA456,Glycine max,soybean,Received 11/89,unknown,,
USDA4559,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4558,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4557,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4556,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4555,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4554,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4553,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4552,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4551,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA4550,Vigna unguiculata,,Boyce Thompson Institute,"Nigeria, Africa",Bradyrhizobium sp.,
USDA455,Glycine max,soybean,Received 11/89,unknown,,
